Participant,Event,Valence,E1,eBR,BR,E2
40,6,3,0,20,29,0
40,7,4,80,80,45,99
40,8,4,99,99,75,99
40,9,3,15,20,29,0
40,10,3,99,99,56,99
40,11,3,0,30,31,0
40,12,3,100,100,78,99
40,13,3,0,6,22,0
40,14,2,99,99,41,60
40,15,3,75,75,60,80
40,16,3,0,0,26,0
40,17,3,0,60,43,0
40,18,1,99,99,82,99
40,19,3,0,30,21,0
40,20,3,0,50,40,0
40,21,3,80,80,35,80
40,22,2,99,99,60,80
40,23,1,99,99,71,99
40,24,3,98,98,14,75
40,25,3,0,60,14,0
40,26,3,0,98,29,0
40,27,3,25,25,45,75
40,28,3,99,99,20,75
40,29,2,99,99,66,99
40,30,3,0,50,48,0
40,31,3,99,50,19,0
40,32,3,15,10,33,20
40,33,3,25,50,15,15
40,34,2,60,50,80,80
40,35,3,0,80,17,15
40,36,2,100,100,26,99
40,37,4,80,80,30,70
40,38,1,99,99,71,99
40,39,3,0,80,43,0
40,40,5,99,80,21,99
40,41,3,97,97,17,80
40,42,3,99,95,13,80
40,43,3,99,80,81,98
40,44,3,75,50,19,80
40,45,4,99,99,19,7
40,46,3,15,80,45,15
40,47,3,0,30,20,25
40,48,3,15,15,18,0
40,49,3,0,0,11,0
40,50,3,0,50,38,0
40,51,3,0,45,26,0
41,1,4,3,20,26,25
41,2,4,20,30,20,60
41,3,4,30,34,29,35
41,4,4,98,89,78,67
41,5,4,40,35,56,60
41,6,4,30,30,29,70
41,7,4,99,60,45,70
41,8,3,90,90,75,55
41,9,4,40,23,29,27
41,10,4,90,70,56,45
41,11,4,50,40,31,40
41,12,3,0,98,78,0
41,13,4,9,13,22,10
41,14,2,50,45,41,40
41,15,2,69,50,60,35
41,16,2,20,35,26,30
41,17,1,30,56,43,17
41,18,2,70,70,82,69
41,19,2,25,36,21,89
41,20,2,60,50,40,68
41,21,2,8,25,35,15
41,22,1,50,55,60,60
41,23,2,40,70,71,30
41,24,3,30,40,14,20
41,25,5,100,60,14,100
41,26,3,99,89,29,90
41,27,2,60,50,45,50
41,28,3,30,29,20,19
41,29,2,80,70,66,70
41,30,5,100,60,48,100
41,31,2,99,70,19,10
41,32,3,100,70,33,99
41,33,3,70,80,15,40
41,34,2,20,45,80,14
41,35,2,10,15,17,60
41,36,2,36,35,26,20
41,37,3,10,15,30,20
41,38,3,70,78,71,90
41,39,2,10,35,43,7
41,40,5,79,60,21,75
41,41,3,80,40,17,95
41,42,3,100,88,13,90
41,43,2,60,60,81,15
41,44,3,10,13,19,17
41,45,3,70,60,19,30
41,46,5,100,60,45,100
41,47,3,1,12,20,10
41,48,3,25,30,18,45
41,49,3,15,20,11,9
41,50,4,60,30,38,20
41,51,3,50,50,26,70
42,1,2,1,3,26,65
42,2,5,25,25,20,28
42,3,4,10,35,29,50
42,4,4,100,90,78,100
42,5,5,43,43,56,35
42,6,5,25,25,29,31
42,7,5,99,45,45,100
42,8,4,100,79,75,100
42,9,4,15,20,29,20
42,10,5,80,76,56,90
42,11,5,30,30,31,30
42,12,2,100,100,78,100
42,13,5,0,5,22,15
42,14,2,40,40,41,60
42,15,2,60,61,60,80
42,16,2,15,15,26,21
42,17,1,25,25,43,20
42,18,1,30,27,82,31
42,19,2,25,50,21,40
42,20,3,0,21,40,0
42,21,2,80,35,35,80
42,22,1,85,85,60,68
42,23,2,40,68,71,21
42,24,3,14,14,14,15
42,25,3,50,28,14,50
42,26,4,80,60,29,75
42,27,1,80,21,45,10
42,28,3,19,19,20,20
42,29,3,30,46,66,25
42,30,3,20,23,48,50
42,31,2,100,49,19,20
42,32,4,100,45,33,79
42,33,3,70,40,15,20
42,34,3,20,20,80,39
42,35,2,10,26,17,15
42,36,2,50,26,26,42
42,37,3,65,65,30,30
42,38,2,90,79,71,68
42,39,4,38,31,43,68
42,40,5,75,75,21,35
42,41,3,0,29,17,36
42,42,3,50,35,13,20
42,43,3,40,45,81,80
42,44,3,20,20,19,21
42,45,5,90,35,19,90
42,46,5,100,89,45,100
42,47,3,50,43,20,16
42,48,2,35,21,18,20
42,49,4,35,18,11,30
42,50,3,0,22,38,5
42,51,3,20,45,26,56
43,1,2,12,22,26,20
43,2,5,25,55,20,25
43,3,5,100,55,29,99
43,4,2,89,68,78,89
43,5,5,19,55,56,0
43,6,5,87,55,29,87
43,7,2,0,20,45,0
43,8,4,98,66,75,99
43,9,5,95,65,29,75
43,10,4,5,33,56,21
43,11,5,87,33,31,99
43,12,3,99,99,78,100
43,13,5,0,3,22,0
43,14,3,89,25,41,87
43,15,3,89,55,60,89
43,16,2,78,77,26,44
43,17,1,10,66,43,10
43,18,1,0,25,82,0
43,19,2,10,12,21,20
43,20,1,0,15,40,0
43,21,3,36,55,35,55
43,22,1,50,50,60,45
43,23,2,10,78,71,12
43,24,3,23,45,14,14
43,25,5,99,56,14,89
43,26,3,88,91,29,89
43,27,2,12,55,45,0
43,28,3,19,19,20,23
43,29,1,99,56,66,87
43,30,3,23,13,48,0
43,31,2,22,74,19,0
43,32,5,23,43,33,99
43,33,4,0,25,15,0
43,34,3,3,15,80,0
43,35,1,0,15,17,0
43,36,2,66,78,26,12
43,37,3,45,45,30,25
43,38,1,50,78,71,12
43,39,3,85,55,43,89
43,40,4,89,26,21,87
43,41,3,25,50,17,0
43,42,3,87,55,13,56
43,43,2,75,55,81,55
43,44,3,25,25,19,25
43,45,5,10,3,19,10
43,46,5,100,55,45,100
43,47,1,0,20,20,0
43,48,1,0,77,18,0
43,49,5,99,23,11,99
43,50,5,100,56,38,100
43,51,4,100,78,26,75
44,1,4,20,35,26,30
44,2,5,50,50,20,50
44,3,4,0,25,29,20
44,4,5,100,85,78,100
44,5,5,100,60,56,100
44,6,4,20,30,29,20
44,7,4,50,80,45,50
44,8,4,100,75,75,100
44,9,3,20,25,29,20
44,10,5,100,85,56,100
44,11,4,0,10,31,20
44,12,3,100,80,78,100
44,13,4,10,20,22,10
44,14,2,20,25,41,20
44,15,3,70,65,60,60
44,16,2,50,50,26,50
44,17,2,10,25,43,10
44,18,2,100,70,82,100
44,19,2,10,25,21,10
44,20,2,10,15,40,0
44,21,1,10,15,35,10
44,22,1,70,40,60,30
44,23,2,100,90,71,100
44,24,3,25,25,14,25
44,25,3,10,10,14,30
44,26,5,100,90,29,100
44,27,3,70,40,45,40
44,28,3,40,40,20,25
44,29,3,85,80,66,100
44,30,3,10,20,48,20
44,31,4,0,0,19,100
44,32,4,80,35,33,60
44,33,3,40,10,15,40
44,34,3,100,90,80,100
44,35,1,0,15,17,10
44,36,2,50,50,26,50
44,37,5,60,60,30,60
44,38,2,100,80,71,80
44,39,3,0,20,43,0
44,40,5,70,50,21,70
44,41,3,100,60,17,100
44,42,3,100,100,13,100
44,43,3,30,40,81,70
44,44,3,70,50,19,50
44,45,5,70,65,19,70
44,46,5,100,85,45,100
44,47,3,10,10,20,10
44,48,4,80,80,18,70
44,49,3,0,10,11,10
44,50,3,0,25,38,10
44,51,3,50,50,26,50
45,1,2,3,5,26,10
45,2,5,0,10,20,0
45,3,3,0,5,29,0
45,4,4,100,95,78,100
45,5,5,70,70,56,70
45,6,4,20,25,29,20
45,7,5,0,60,45,0
45,8,4,80,85,75,80
45,9,4,70,20,29,70
45,10,4,10,6,56,20
45,11,4,0,20,31,0
45,12,3,100,95,78,100
45,13,4,0,25,22,0
45,14,2,3,10,41,10
45,15,3,80,50,60,80
45,16,3,5,40,26,5
45,17,1,0,5,43,0
45,18,1,80,75,82,85
45,19,2,0,35,21,0
45,20,2,15,40,40,30
45,21,1,0,35,35,0
45,22,2,50,50,60,10
45,23,2,30,30,71,10
45,24,3,5,5,14,10
45,25,3,0,20,14,0
45,26,3,100,95,29,100
45,27,2,10,10,45,30
45,28,3,15,15,20,15
45,29,2,80,80,66,80
45,30,3,0,10,48,0
45,31,3,100,80,19,85
45,32,3,70,40,33,60
45,33,3,20,35,15,10
45,34,3,75,75,80,85
45,35,2,0,32,17,5
45,36,3,60,50,26,20
45,37,4,70,70,30,20
45,38,3,100,85,71,100
45,39,3,40,60,43,30
45,40,5,100,60,21,100
45,41,3,100,80,17,90
45,42,3,100,90,13,100
45,43,2,30,25,81,30
45,44,4,10,10,19,10
45,45,4,80,40,19,70
45,46,5,100,68,45,75
45,47,3,30,30,20,20
45,48,3,100,30,18,100
45,49,2,0,5,11,0
45,50,4,50,50,38,50
45,51,3,40,50,26,35
46,1,4,2,2,26,1
46,2,3,2,5,20,20
46,3,4,80,100,29,40
46,4,5,100,100,78,70
46,5,4,70,50,56,80
46,6,4,60,40,29,40
46,7,4,70,60,45,60
46,8,4,100,100,75,75
46,9,4,20,25,29,30
46,10,2,10,20,56,56
46,11,4,15,15,31,15
46,12,3,75,100,78,70
46,13,4,40,20,22,30
46,14,2,100,100,41,80
46,15,2,30,40,60,20
46,16,4,70,100,26,40
46,17,3,35,35,43,20
46,18,2,40,60,82,70
46,19,3,0,15,21,12
46,20,1,0,10,40,30
46,21,2,5,5,35,20
46,22,3,90,95,60,40
46,23,2,100,100,71,70
46,24,4,15,5,14,20
46,25,4,70,60,14,40
46,26,4,100,100,29,100
46,27,3,0,0,45,0
46,28,3,40,40,20,20
46,29,3,10,25,66,50
46,30,4,10,25,48,10
46,31,3,70,60,19,30
46,32,4,40,10,33,50
46,33,2,80,20,15,0
46,34,3,25,20,80,60
46,35,2,50,80,17,30
46,36,4,30,40,26,40
46,37,4,60,40,30,60
46,38,1,20,70,71,100
46,39,1,0,10,43,40
46,40,5,100,90,21,100
46,41,5,20,50,17,10
46,42,4,20,40,13,20
46,43,3,5,5,81,30
46,44,3,5,10,19,20
46,45,4,0,5,19,50
46,46,5,100,40,45,100
46,47,4,60,70,20,80
46,48,4,30,10,18,20
46,49,4,10,30,11,10
46,50,4,0,25,38,0
46,51,3,40,40,26,10
47,1,3,76,45,26,23
47,2,2,0,5,20,12
47,3,1,5,19,29,0
47,4,5,99,87,78,99
47,5,5,56,43,56,56
47,6,2,43,45,29,30
47,7,5,90,56,45,75
47,8,3,99,62,75,89
47,9,3,23,18,29,5
47,10,4,99,78,56,80
47,11,2,15,12,31,12
47,12,3,90,90,78,56
47,13,4,0,56,22,0
47,14,1,89,30,41,56
47,15,3,99,67,60,30
47,16,2,0,19,26,0
47,17,1,2,23,43,3
47,18,5,99,45,82,99
47,19,1,0,65,21,0
47,20,1,0,12,40,0
47,21,3,12,12,35,25
47,22,2,99,89,60,80
47,23,2,99,19,71,45
47,24,2,5,9,14,4
47,25,5,100,19,14,99
47,26,5,100,78,29,99
47,27,3,0,34,45,80
47,28,2,89,89,20,5
47,29,5,99,34,66,89
47,30,4,0,56,48,56
47,31,3,0,12,19,34
47,32,5,0,9,33,23
47,33,3,20,54,15,23
47,34,3,5,8,80,45
47,35,2,32,34,17,89
47,36,3,11,11,26,23
47,37,4,99,56,30,89
47,38,3,99,99,71,99
47,39,1,0,67,43,0
47,40,4,0,12,21,0
47,41,3,15,47,17,67
47,42,3,17,62,13,34
47,43,3,75,39,81,87
47,44,3,11,11,19,5
47,45,4,25,9,19,13
47,46,5,99,35,45,99
47,47,2,12,12,20,12
47,48,3,78,78,18,23
47,49,4,12,23,11,12
47,50,1,0,54,38,0
47,51,3,0,67,26,10
48,1,2,25,10,26,20
48,2,5,85,75,20,50
48,3,3,24,0,29,0
48,4,5,100,55,78,100
48,5,5,50,75,56,20
48,6,4,20,20,29,10
48,7,5,0,78,45,0
48,8,4,90,75,75,90
48,9,4,10,65,29,10
48,10,3,5,85,56,5
48,11,4,0,28,31,0
48,12,3,0,55,78,0
48,13,3,25,0,22,0
48,14,2,5,25,41,5
48,15,2,50,75,60,50
48,16,2,60,20,26,20
48,17,1,5,60,43,5
48,18,2,50,55,82,50
48,19,1,5,65,21,5
48,20,3,0,35,40,0
48,21,2,80,85,35,50
48,22,1,100,87,60,100
48,23,2,100,98,71,99
48,24,3,20,20,14,20
48,25,3,0,40,14,0
48,26,2,5,95,29,5
48,27,2,10,65,45,0
48,28,3,35,35,20,20
48,29,1,99,90,66,100
48,30,3,0,15,48,0
48,31,3,20,50,19,80
48,32,5,0,45,33,100
48,33,4,95,15,15,90
48,34,3,100,85,80,100
48,35,1,0,40,17,0
48,36,3,0,10,26,0
48,37,4,80,50,30,75
48,38,2,99,99,71,99
48,39,3,0,70,43,0
48,40,5,100,95,21,100
48,41,3,80,95,17,80
48,42,3,95,75,13,90
48,43,3,20,35,81,10
48,44,3,5,50,19,15
48,45,4,70,30,19,75
48,46,3,0,10,45,0
48,47,3,0,5,20,0
48,48,3,20,35,18,0
48,49,3,0,2,11,0
48,50,1,0,45,38,0
48,51,3,0,15,26,0
49,1,4,24,25,26,20
49,2,2,45,20,20,24
49,3,2,10,10,29,40
49,4,4,100,80,78,20
49,5,3,40,10,56,50
49,6,3,45,10,29,0
49,7,3,20,10,45,20
49,8,4,90,30,75,50
49,9,3,10,20,29,40
49,10,4,34,33,56,25
49,11,3,66,56,31,10
49,12,4,23,10,78,10
49,13,2,78,80,22,23
49,14,5,56,34,41,10
49,15,3,0,20,60,20
49,16,2,20,30,26,10
49,17,4,20,30,43,60
49,18,3,0,20,82,35
49,19,3,10,20,21,50
49,20,3,20,10,40,20
49,21,3,20,30,35,24
49,22,2,100,40,60,0
49,23,3,30,30,71,40
49,24,3,90,23,14,60
49,25,3,34,23,14,30
49,26,4,33,23,29,10
49,27,3,10,10,45,46
49,28,4,67,10,20,10
49,29,3,90,50,66,10
49,30,5,45,60,48,50
49,31,3,100,50,19,10
49,32,3,45,67,33,10
49,33,4,80,20,15,10
49,34,2,1,1,80,55
49,35,2,20,40,17,20
49,36,4,70,50,26,14
49,37,4,60,60,30,10
49,38,2,34,35,71,24
49,39,5,67,87,43,10
49,40,4,35,35,21,10
49,41,4,10,20,17,30
49,42,3,13,34,13,10
49,43,3,13,21,81,10
49,44,3,67,65,19,20
49,45,3,13,20,19,10
49,46,4,10,35,45,80
49,47,2,10,5,20,20
49,48,4,60,40,18,56
49,49,3,56,50,11,24
49,50,3,20,10,38,30
49,51,2,35,35,26,30
50,1,4,10,15,26,10
50,2,5,10,18,20,10
50,3,3,0,42,29,0
50,4,4,100,88,78,100
50,5,5,25,40,56,25
50,6,5,60,70,29,45
50,7,5,0,72,45,0
50,8,5,100,82,75,100
50,9,5,100,77,29,100
50,10,5,80,60,56,70
50,11,4,0,14,31,0
50,12,3,100,63,78,100
50,13,4,10,0,22,0
50,14,2,25,71,41,10
50,15,2,15,27,60,70
50,16,1,20,0,26,0
50,17,2,5,23,43,10
50,18,1,50,63,82,45
50,19,1,0,45,21,0
50,20,2,0,19,40,0
50,21,2,15,63,35,15
50,22,1,85,79,60,80
50,23,2,25,77,71,35
50,24,3,10,19,14,18
50,25,3,10,45,14,10
50,26,3,100,83,29,100
50,27,3,15,38,45,40
50,28,3,70,73,20,15
50,29,3,60,78,66,70
50,30,3,0,37,48,0
50,31,2,0,15,19,0
50,32,4,100,11,33,100
50,33,3,95,48,15,10
50,34,3,1,6,80,35
50,35,2,0,17,17,0
50,36,2,0,19,26,0
50,37,5,65,65,30,60
50,38,2,90,90,71,80
50,39,3,0,11,43,0
50,40,4,100,68,21,100
50,41,3,10,62,17,15
50,42,3,10,12,13,5
50,43,3,65,88,81,75
50,44,3,5,6,19,5
50,45,4,1,24,19,2
50,46,5,100,75,45,100
50,47,3,0,2,20,0
50,48,3,10,7,18,5
50,49,4,0,14,11,0
50,50,3,0,44,38,0
50,51,3,0,71,26,0
51,1,5,60,50,26,60
51,2,5,15,20,20,10
51,3,5,10,40,29,10
51,4,5,100,100,78,100
51,5,5,60,60,56,90
51,6,4,50,50,29,90
51,7,5,60,35,45,40
51,8,4,99,80,75,99
51,9,4,50,30,29,30
51,10,4,100,80,56,80
51,11,4,10,10,31,10
51,12,3,50,40,78,30
51,13,5,10,25,22,10
51,14,2,40,35,41,45
51,15,2,50,50,60,20
51,16,3,1,5,26,1
51,17,1,5,25,43,10
51,18,2,60,50,82,80
51,19,1,0,7,21,0
51,20,1,1,5,40,40
51,21,2,5,15,35,20
51,22,2,60,60,60,30
51,23,2,100,80,71,80
51,24,3,30,30,14,13
51,25,3,15,20,14,20
51,26,4,100,99,29,90
51,27,2,30,40,45,10
51,28,3,20,20,20,20
51,29,2,60,60,66,40
51,30,3,5,20,48,20
51,31,2,100,70,19,10
51,32,5,0,15,33,0
51,33,3,90,60,15,40
51,34,3,65,80,80,80
51,35,2,0,16,17,0
51,36,2,50,50,26,5
51,37,3,30,30,30,30
51,38,2,70,70,71,70
51,39,1,0,60,43,0
51,40,5,100,80,21,100
51,41,3,90,90,17,50
51,42,2,78,80,13,70
51,43,3,90,75,81,90
51,44,3,20,20,19,20
51,45,4,5,5,19,10
51,46,5,100,80,45,90
51,47,3,50,50,20,50
51,48,2,10,10,18,10
51,49,3,10,10,11,10
51,50,3,0,25,38,0
51,51,1,0,20,26,0
52,1,5,35,6,26,20
52,2,5,40,40,20,15
52,3,2,30,0,29,0
52,4,2,100,90,78,100
52,5,5,0,11,56,0
52,6,4,20,15,29,50
52,7,5,95,20,45,90
52,8,4,12,69,75,10
52,9,4,0,8,29,0
52,10,5,2,65,56,2
52,11,4,2,15,31,0
52,12,1,100,100,78,100
52,13,4,50,0,22,0
52,14,1,80,25,41,85
52,15,1,32,22,60,50
52,16,1,10,10,26,10
52,17,1,5,15,43,5
52,18,1,70,40,82,75
52,19,1,0,30,21,0
52,20,2,5,30,40,0
52,21,1,89,79,35,50
52,22,1,99,85,60,90
52,23,1,80,80,71,80
52,24,3,20,15,14,14
52,25,3,2,7,14,2
52,26,3,100,82,29,100
52,27,2,12,35,45,25
52,28,3,58,58,20,50
52,29,1,92,89,66,90
52,30,3,0,14,48,0
52,31,2,36,15,19,12
52,32,4,100,20,33,100
52,33,3,45,35,15,20
52,34,3,10,15,80,60
52,35,2,2,15,17,5
52,36,2,85,85,26,26
52,37,3,90,85,30,100
52,38,1,90,85,71,100
52,39,3,100,19,43,100
52,40,4,100,79,21,100
52,41,2,2,69,17,0
52,42,3,90,70,13,90
52,43,3,10,55,81,70
52,44,3,2,10,19,15
52,45,4,5,8,19,12
52,46,5,80,40,45,50
52,47,3,0,62,20,12
52,48,2,30,10,18,25
52,49,3,0,25,11,0
52,50,4,50,50,38,50
52,51,3,0,65,26,0
53,1,5,50,50,26,50
53,2,5,50,50,20,50
53,3,3,10,20,29,10
53,4,5,100,100,78,99
53,5,5,50,50,56,0
53,6,5,0,20,29,0
53,7,5,50,50,45,50
53,8,3,10,30,75,20
53,9,5,50,50,29,50
53,10,5,100,50,56,99
53,11,4,10,10,31,10
53,12,3,50,50,78,50
53,13,4,10,10,22,10
53,14,1,50,50,41,50
53,15,3,99,50,60,99
53,16,1,0,10,26,0
53,17,1,0,30,43,0
53,18,1,60,60,82,60
53,19,3,0,40,21,0
53,20,3,100,50,40,99
53,21,3,100,100,35,99
53,22,1,50,50,60,10
53,23,3,70,70,71,50
53,24,3,10,10,14,10
53,25,1,0,50,14,0
53,26,3,50,50,29,50
53,27,2,0,20,45,0
53,28,3,30,30,20,50
53,29,3,90,90,66,99
53,30,3,0,50,48,99
53,31,3,99,50,19,0
53,32,5,100,70,33,99
53,33,3,50,50,15,99
53,34,3,10,10,80,10
53,35,2,100,90,17,0
53,36,3,50,50,26,50
53,37,4,0,50,30,0
53,38,3,100,100,71,99
53,39,1,0,30,43,0
53,40,5,100,80,21,99
53,41,3,50,50,17,0
53,42,3,10,20,13,10
53,43,2,10,20,81,0
53,44,3,100,30,19,99
53,45,5,80,80,19,80
53,46,3,5,50,45,10
53,47,3,20,20,20,10
53,48,3,50,50,18,5
53,49,3,0,10,11,0
53,50,3,0,20,38,0
53,51,3,0,50,26,0
54,1,4,10,10,26,10
54,2,5,10,35,20,25
54,3,3,10,75,29,15
54,4,4,95,80,78,90
54,5,5,75,60,56,70
54,6,4,70,50,29,70
54,7,3,85,65,45,90
54,8,3,85,49,75,85
54,9,3,10,15,29,10
54,10,3,30,45,56,45
54,11,3,30,25,31,20
54,12,3,90,80,78,90
54,13,4,1,20,22,5
54,14,1,15,25,41,20
54,15,1,98,85,60,85
54,16,1,60,35,26,20
54,17,1,85,65,43,80
54,18,1,80,65,82,85
54,19,1,40,30,21,30
54,20,1,30,22,40,30
54,21,1,90,85,35,80
54,22,1,65,70,60,80
54,23,2,95,90,71,85
54,24,3,5,5,14,14
54,25,3,15,25,14,15
54,26,4,99,46,29,99
54,27,2,50,38,45,80
54,28,3,25,25,20,20
54,29,2,80,80,66,85
54,30,3,15,35,48,20
54,31,2,80,45,19,30
54,32,4,5,35,33,10
54,33,3,5,35,15,15
54,34,3,90,67,80,90
54,35,3,5,25,17,15
54,36,2,50,50,26,60
54,37,4,60,45,30,55
54,38,2,95,80,71,90
54,39,2,40,32,43,40
54,40,4,10,25,21,10
54,41,3,95,65,17,90
54,42,3,95,56,13,85
54,43,3,70,34,81,90
54,44,3,20,20,19,20
54,45,3,85,68,19,75
54,46,5,95,73,45,86
54,47,3,15,24,20,15
54,48,3,70,35,18,65
54,49,4,40,26,11,30
54,50,3,0,22,38,10
54,51,3,80,35,26,75
55,1,2,30,20,26,50
55,2,5,20,15,20,20
55,3,4,0,30,29,0
55,4,3,60,76,78,70
55,5,5,40,25,56,50
55,6,5,10,50,29,20
55,7,5,0,50,45,0
55,8,3,100,78,75,100
55,9,4,10,38,29,10
55,10,5,100,80,56,80
55,11,4,20,45,31,10
55,12,1,0,20,78,70
55,13,5,0,26,22,0
55,14,1,30,30,41,20
55,15,1,90,80,60,80
55,16,1,60,50,26,50
55,17,1,10,30,43,20
55,18,1,100,50,82,100
55,19,1,14,40,21,25
55,20,1,10,40,40,10
55,21,2,80,70,35,90
55,22,1,90,100,60,80
55,23,2,100,85,71,100
55,24,3,20,35,14,20
55,25,1,0,20,14,0
55,26,3,100,50,29,100
55,27,2,90,60,45,80
55,28,3,25,25,20,25
55,29,2,99,89,66,100
55,30,3,0,20,48,0
55,31,2,60,60,19,20
55,32,5,50,50,33,30
55,33,3,10,30,15,15
55,34,2,100,80,80,100
55,35,2,30,45,17,20
55,36,1,10,10,26,20
55,37,3,30,40,30,20
55,38,3,100,70,71,100
55,39,3,30,50,43,10
55,40,5,10,40,21,0
55,41,2,100,40,17,100
55,42,3,100,60,13,100
55,43,2,50,60,81,70
55,44,3,50,20,19,50
55,45,5,20,30,19,20
55,46,3,100,80,45,100
55,47,3,100,60,20,100
55,48,1,10,30,18,10
55,49,3,0,30,11,0
55,50,2,0,26,38,0
55,51,3,0,50,26,10
56,1,1,0,34,26,0
56,2,1,0,12,20,0
56,3,3,0,37,29,0
56,4,4,100,79,78,100
56,5,3,100,78,56,100
56,6,3,0,45,29,0
56,7,4,45,32,45,50
56,8,2,0,60,75,0
56,9,4,40,23,29,40
56,10,4,100,64,56,100
56,11,3,0,12,31,0
56,12,2,0,60,78,0
56,13,3,0,15,22,0
56,14,2,100,50,41,100
56,15,3,100,43,60,85
56,16,4,45,12,26,45
56,17,3,0,24,43,0
56,18,1,100,50,82,100
56,19,3,0,15,21,0
56,20,3,100,34,40,100
56,21,3,80,25,35,80
56,22,2,68,43,60,45
56,23,2,75,65,71,75
56,24,3,25,25,14,25
56,25,4,50,20,14,25
56,26,3,0,42,29,0
56,27,2,0,35,45,0
56,28,3,45,45,20,20
56,29,2,99,65,66,100
56,30,3,0,20,48,20
56,31,3,100,35,19,0
56,32,3,50,24,33,50
56,33,3,100,34,15,100
56,34,2,50,46,80,50
56,35,3,0,24,17,0
56,36,3,0,25,26,0
56,37,4,100,87,30,100
56,38,2,100,65,71,100
56,39,3,0,53,43,0
56,40,3,0,20,21,0
56,41,3,0,65,17,0
56,42,3,0,81,13,0
56,43,3,75,48,81,50
56,44,3,0,15,19,0
56,45,5,100,35,19,100
56,46,4,100,75,45,100
56,47,3,0,32,20,0
56,48,3,90,65,18,100
56,49,3,0,10,11,0
56,50,3,0,8,38,0
56,51,3,0,32,26,0
57,1,3,0,25,26,50
57,2,5,0,5,20,0
57,3,4,0,35,29,0
57,4,4,100,50,78,50
57,5,5,100,40,56,100
57,6,5,50,20,29,20
57,7,3,50,60,45,50
57,8,4,25,75,75,10
57,9,3,0,10,29,0
57,10,4,0,18,56,0
57,11,4,10,18,31,15
57,12,3,100,75,78,100
57,13,4,0,29,22,0
57,14,3,50,25,41,30
57,15,4,50,25,60,50
57,16,2,0,20,26,0
57,17,2,0,58,43,10
57,18,3,100,45,82,100
57,19,5,0,50,21,0
57,20,5,0,65,40,100
57,21,3,100,65,35,20
57,22,2,75,90,60,50
57,23,3,0,68,71,0
57,24,3,25,20,14,15
57,25,3,0,37,14,0
57,26,4,0,65,29,0
57,27,4,75,60,45,100
57,28,3,18,13,20,15
57,29,2,99,60,66,100
57,30,4,10,22,48,10
57,31,5,0,75,19,0
57,32,3,100,40,33,100
57,33,3,100,75,15,100
57,34,3,0,25,80,20
57,35,3,100,35,17,100
57,36,3,0,75,26,0
57,37,3,0,40,30,0
57,38,3,100,62,71,100
57,39,3,100,60,43,100
57,40,5,100,50,21,100
57,41,5,0,60,17,0
57,42,3,0,65,13,10
57,43,5,75,40,81,100
57,44,4,0,35,19,0
57,45,4,0,40,19,0
57,46,5,75,50,45,50
57,47,4,10,17,20,20
57,48,4,100,50,18,100
57,49,4,0,52,11,0
57,50,5,50,70,38,50
57,51,4,50,40,26,50
58,1,1,90,60,26,80
58,2,5,50,50,20,50
58,3,1,0,20,29,0
58,4,3,60,80,78,89
58,5,5,10,23,56,20
58,6,2,30,40,29,50
58,7,3,0,10,45,0
58,8,4,20,60,75,30
58,9,3,10,14,29,0
58,10,5,60,70,56,70
58,11,3,0,14,31,9
58,12,3,80,90,78,60
58,13,1,0,30,22,0
58,14,2,80,80,41,80
58,15,2,100,50,60,100
58,16,2,10,20,26,1
58,17,1,100,50,43,100
58,18,1,80,40,82,80
58,19,3,0,80,21,0
58,20,3,20,29,40,0
58,21,2,100,26,35,100
58,22,2,50,30,60,89
58,23,2,70,50,71,100
58,24,3,0,20,14,0
58,25,3,10,30,14,0
58,26,4,100,80,29,100
58,27,3,40,70,45,60
58,28,3,0,30,20,0
58,29,5,80,70,66,100
58,30,3,0,20,48,0
58,31,2,100,25,19,0
58,32,1,100,20,33,100
58,33,2,0,30,15,0
58,34,4,40,30,80,40
58,35,2,10,10,17,10
58,36,3,0,40,26,0
58,37,5,70,60,30,20
58,38,1,80,80,71,80
58,39,2,1,26,43,0
58,40,3,10,80,21,20
58,41,2,0,24,17,0
58,42,2,0,70,13,0
58,43,3,100,70,81,80
58,44,3,0,3,19,50
58,45,3,70,60,19,10
58,46,5,100,40,45,100
58,47,5,20,10,20,20
58,48,5,80,34,18,80
58,49,3,0,30,11,0
58,50,1,0,40,38,0
58,51,3,0,40,26,30
59,1,5,0,12,26,0
59,2,5,95,63,20,95
59,3,3,0,32,29,0
59,4,5,95,75,78,90
59,5,4,60,55,56,20
59,6,3,0,26,29,0
59,7,5,0,78,45,60
59,8,4,100,100,75,100
59,9,3,0,15,29,0
59,10,5,100,76,56,100
59,11,3,0,19,31,0
59,12,3,100,80,78,100
59,13,4,0,40,22,0
59,14,2,90,87,41,90
59,15,2,100,100,60,100
59,16,3,0,9,26,0
59,17,1,60,55,43,5
59,18,1,70,60,82,90
59,19,1,90,63,21,100
59,20,3,0,13,40,0
59,21,1,35,43,35,60
59,22,1,70,70,60,100
59,23,1,100,90,71,100
59,24,3,15,10,14,15
59,25,4,47,35,14,100
59,26,4,100,98,29,100
59,27,3,70,55,45,90
59,28,3,70,70,20,40
59,29,2,99,99,66,100
59,30,3,0,58,48,90
59,31,5,100,72,19,100
59,32,4,0,65,33,100
59,33,3,90,40,15,10
59,34,4,100,100,80,100
