"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
26,33,65,60,33,4,60,"positive",32,32,-1,5
26,34,40,40,36,3,40,"neutral",4,4,-1,0
26,35,60,50,45,4,50,"positive",15,15,-1,10
26,36,10,40,43,3,10,"neutral",-33,33,1,0
26,37,60,50,38,3,50,"neutral",22,22,-1,10
26,38,50,45,33,3,45,"neutral",17,17,-1,5
26,39,50,40,47,3,50,"neutral",3,3,-1,0
27,1,77,45,56,5,77,"positive",21,21,-1,0
27,2,33,77,29,3,25,"neutral",4,4,-1,8
27,3,77,40,20,3,60,"neutral",57,57,-1,17
27,4,77,60,17,1,77,"negative",60,60,-1,0
27,5,3,60,38,2,3,"negative",-35,35,1,0
27,6,77,48,26,2,60,"negative",51,51,-1,17
27,7,50,60,62,5,60,"positive",-12,12,1,10
27,8,60,35,59,3,60,"neutral",1,1,-1,0
27,9,30,50,65,2,30,"negative",-35,35,1,0
27,10,60,77,55,1,60,"negative",5,5,-1,0
27,11,60,60,52,1,77,"negative",8,8,-1,-17
27,12,20,65,48,3,40,"neutral",-28,28,1,20
27,13,3,45,30,4,3,"positive",-27,27,1,0
27,14,60,30,55,4,48,"positive",5,5,-1,12
27,15,48,30,42,2,40,"negative",6,6,-1,8
27,16,40,60,32,3,65,"neutral",8,8,-1,-25
27,17,40,35,41,2,60,"negative",-1,1,1,20
27,18,40,30,48,2,45,"negative",-8,8,1,5
27,19,60,40,49,4,60,"positive",11,11,-1,0
27,20,30,35,44,4,45,"positive",-14,14,1,15
27,21,48,35,33,1,50,"negative",15,15,-1,-2
27,22,50,58,51,1,60,"negative",-1,1,1,10
27,23,40,30,37,2,30,"negative",3,3,-1,10
27,24,45,60,43,1,60,"negative",2,2,-1,-15
27,25,58,58,39,3,40,"neutral",19,19,-1,18
27,26,55,65,35,2,55,"negative",20,20,-1,0
27,27,30,60,30,4,30,"positive",0,0,0,0
27,28,50,40,70,4,60,"positive",-20,20,1,10
27,29,65,65,10,5,50,"positive",55,55,-1,15
27,30,3,5,23,3,3,"neutral",-20,20,1,0
27,31,40,60,23,3,20,"neutral",17,17,-1,20
27,32,3,70,36,1,45,"negative",-33,33,1,42
27,33,60,55,33,3,55,"neutral",27,27,-1,5
27,34,15,47,36,4,38,"positive",-21,21,1,23
27,35,3,60,45,2,3,"negative",-42,42,1,0
27,36,20,20,43,1,3,"negative",-23,23,1,-17
27,37,77,77,38,2,65,"negative",39,39,-1,12
27,38,35,20,33,3,50,"neutral",2,2,-1,-15
27,39,20,20,47,2,30,"negative",-27,27,1,10
28,1,50,60,56,4,44,"positive",-6,6,1,-6
28,2,60,60,29,4,60,"positive",31,31,-1,0
28,3,70,70,20,5,29,"positive",50,50,-1,41
28,4,20,30,17,5,29,"positive",3,3,-1,-9
28,5,55,60,38,2,50,"negative",17,17,-1,5
28,6,55,55,26,4,59,"positive",29,29,-1,-4
28,7,30,30,62,4,55,"positive",-32,32,1,25
28,8,30,20,59,2,44,"negative",-29,29,1,14
28,9,33,32,65,2,55,"negative",-32,32,1,22
28,10,30,50,55,4,43,"positive",-25,25,1,13
28,11,20,60,52,3,33,"neutral",-32,32,1,13
28,12,50,60,48,4,56,"positive",2,2,-1,-6
28,13,50,40,30,3,55,"neutral",20,20,-1,-5
28,14,30,30,55,4,33,"positive",-25,25,1,3
28,15,20,20,42,3,30,"neutral",-22,22,1,10
28,16,60,60,32,5,30,"positive",28,28,-1,30
28,17,4,75,41,4,30,"positive",-37,37,1,26
28,18,40,40,48,4,30,"positive",-8,8,1,-10
28,19,40,50,49,2,55,"negative",-9,9,1,15
28,20,20,70,44,4,50,"positive",-24,24,1,30
28,21,36,40,33,3,38,"neutral",3,3,-1,-2
28,22,10,60,51,4,40,"positive",-41,41,1,30
28,23,50,50,37,4,29,"positive",13,13,-1,21
28,24,45,45,43,4,60,"positive",2,2,-1,-15
28,25,35,40,39,4,40,"positive",-4,4,1,5
28,26,50,50,35,2,29,"negative",15,15,-1,21
28,27,50,5,30,2,44,"negative",20,20,-1,6
28,28,30,35,70,3,33,"neutral",-40,40,1,3
28,29,45,40,10,2,59,"negative",35,35,-1,-14
28,30,40,40,23,3,29,"neutral",17,17,-1,11
28,31,35,40,23,3,60,"neutral",12,12,-1,-25
28,32,69,69,36,3,30,"neutral",33,33,-1,39
28,33,64,65,33,4,20,"positive",31,31,-1,44
28,34,60,60,36,3,30,"neutral",24,24,-1,30
28,35,10,77,45,3,39,"neutral",-35,35,1,29
28,36,35,30,43,4,55,"positive",-8,8,1,20
28,37,45,60,38,4,39,"positive",7,7,-1,6
28,38,20,50,33,4,22,"positive",-13,13,1,2
28,39,13,13,47,5,45,"positive",-34,34,1,32
29,1,55,35,56,3,55,"neutral",-1,1,1,0
29,2,55,55,29,2,55,"negative",26,26,-1,0
29,3,50,70,20,2,70,"negative",30,30,-1,-20
29,4,50,33,17,3,20,"neutral",33,33,-1,30
29,5,5,20,38,2,10,"negative",-33,33,1,5
29,6,50,55,26,4,30,"positive",24,24,-1,20
29,7,40,48,62,4,33,"positive",-22,22,1,-7
29,8,33,33,59,2,48,"negative",-26,26,1,15
29,9,33,30,65,3,48,"neutral",-32,32,1,15
29,10,30,20,55,4,20,"positive",-25,25,1,-10
29,11,3,5,52,3,60,"neutral",-49,49,1,57
29,12,30,35,48,2,33,"negative",-18,18,1,3
29,13,33,33,30,3,10,"neutral",3,3,-1,23
29,14,52,48,55,2,20,"negative",-3,3,1,-32
29,15,5,48,42,3,60,"neutral",-37,37,1,55
29,16,30,33,32,4,70,"positive",-2,2,1,40
29,17,5,20,41,3,50,"neutral",-36,36,1,45
29,18,55,74,48,3,35,"neutral",7,7,-1,20
29,19,50,48,49,3,36,"neutral",1,1,-1,14
29,20,5,55,44,2,55,"negative",-39,39,1,50
29,21,3,5,33,3,48,"neutral",-30,30,1,45
29,22,20,30,51,3,35,"neutral",-31,31,1,15
29,23,50,33,37,3,55,"neutral",13,13,-1,-5
29,24,52,52,43,4,59,"positive",9,9,-1,-7
29,25,5,48,39,3,35,"neutral",-34,34,1,30
29,26,48,33,35,4,70,"positive",13,13,-1,-22
29,27,30,55,30,3,33,"neutral",0,0,0,0
29,28,30,55,70,4,60,"positive",-40,40,1,30
29,29,55,55,10,1,33,"negative",45,45,-1,22
29,30,50,55,23,2,55,"negative",27,27,-1,-5
29,31,30,55,23,4,55,"positive",7,7,-1,-25
29,32,10,33,36,1,20,"negative",-26,26,1,10
29,33,35,52,33,2,20,"negative",2,2,-1,15
29,34,33,30,36,3,55,"neutral",-3,3,1,22
29,35,55,55,45,4,70,"positive",10,10,-1,-15
29,36,10,30,43,1,33,"negative",-33,33,1,23
29,37,48,36,38,3,20,"neutral",10,10,-1,28
29,38,30,48,33,3,33,"neutral",-3,3,1,3
29,39,15,33,47,3,33,"neutral",-32,32,1,18
30,1,70,65,56,5,67,"positive",14,14,-1,3
30,2,40,59,29,4,50,"positive",11,11,-1,-10
30,3,60,50,20,4,60,"positive",40,40,-1,0
30,4,77,77,17,5,77,"positive",60,60,-1,0
30,5,5,7,38,1,4,"negative",-33,33,1,-1
30,6,67,50,26,3,65,"neutral",41,41,-1,2
30,7,50,45,62,3,45,"neutral",-12,12,1,-5
30,8,65,50,59,3,50,"neutral",6,6,-1,15
30,9,54,45,65,4,50,"positive",-11,11,1,-4
30,10,77,70,55,5,70,"positive",22,22,-1,7
30,11,30,20,52,3,35,"neutral",-22,22,1,5
30,12,35,45,48,3,40,"neutral",-13,13,1,5
30,13,3,3,30,3,3,"neutral",-27,27,1,0
30,14,30,30,55,2,35,"negative",-25,25,1,5
30,15,65,60,42,5,70,"positive",23,23,-1,-5
30,16,65,62,32,4,70,"positive",33,33,-1,-5
30,17,50,45,41,3,40,"neutral",9,9,-1,10
30,18,60,56,48,3,40,"neutral",12,12,-1,20
30,19,50,45,49,4,45,"positive",1,1,-1,5
30,20,30,34,44,3,50,"neutral",-14,14,1,20
30,21,40,35,33,4,40,"positive",7,7,-1,0
30,22,70,66,51,4,65,"positive",19,19,-1,5
30,23,50,45,37,3,45,"neutral",13,13,-1,5
30,24,68,58,43,4,48,"positive",25,25,-1,20
30,25,70,56,39,4,45,"positive",31,31,-1,25
30,26,67,50,35,3,60,"neutral",32,32,-1,7
30,27,50,45,30,3,50,"neutral",20,20,-1,0
30,28,50,45,70,4,45,"positive",-20,20,1,-5
30,29,50,50,10,3,30,"neutral",40,40,-1,20
30,30,60,50,23,4,60,"positive",37,37,-1,0
30,31,45,40,23,3,45,"neutral",22,22,-1,0
30,32,45,50,36,4,65,"positive",9,9,-1,-20
30,33,50,46,33,3,45,"neutral",17,17,-1,5
30,34,30,25,36,3,45,"neutral",-6,6,1,15
30,35,3,10,45,1,3,"negative",-42,42,1,0
30,36,67,67,43,5,56,"positive",24,24,-1,11
30,37,40,37,38,4,50,"positive",2,2,-1,-10
30,38,40,30,33,2,35,"negative",7,7,-1,5
30,39,70,67,47,3,47,"neutral",23,23,-1,23
31,1,10,30,56,3,10,"neutral",-46,46,1,0
31,2,30,45,29,5,60,"positive",1,1,-1,-30
31,3,50,55,20,3,55,"neutral",30,30,-1,-5
31,4,10,32,17,5,20,"positive",-7,7,1,10
31,5,10,30,38,2,20,"negative",-28,28,1,10
31,6,40,50,26,3,40,"neutral",14,14,-1,0
31,7,50,60,62,4,60,"positive",-12,12,1,10
31,8,70,65,59,4,65,"positive",11,11,-1,5
31,9,20,30,65,2,30,"negative",-45,45,1,10
31,10,60,50,55,2,60,"negative",5,5,-1,0
31,11,70,60,52,4,70,"positive",18,18,-1,0
31,12,65,50,48,4,65,"positive",17,17,-1,0
31,13,10,15,30,3,10,"neutral",-20,20,1,0
31,14,50,45,55,4,55,"positive",-5,5,1,5
31,15,5,30,42,3,10,"neutral",-37,37,1,5
31,16,10,30,32,3,20,"neutral",-22,22,1,10
31,17,50,40,41,3,45,"neutral",9,9,-1,5
31,18,70,55,48,4,65,"positive",22,22,-1,5
31,19,10,20,49,1,10,"negative",-39,39,1,0
31,20,50,38,44,3,55,"neutral",6,6,-1,-5
31,21,30,45,33,5,40,"positive",-3,3,1,10
31,22,5,30,51,2,45,"negative",-46,46,1,40
31,23,30,25,37,3,20,"neutral",-7,7,1,-10
31,24,50,60,43,3,50,"neutral",7,7,-1,0
31,25,20,30,39,3,30,"neutral",-19,19,1,10
31,26,40,40,35,4,60,"positive",5,5,-1,-20
31,27,10,50,30,5,50,"positive",-20,20,1,40
31,28,65,45,70,3,60,"neutral",-5,5,1,-5
31,29,68,40,10,4,60,"positive",58,58,-1,8
31,30,10,40,23,3,3,"neutral",-13,13,1,-7
31,31,65,65,23,3,50,"neutral",42,42,-1,15
31,32,20,70,36,3,50,"neutral",-16,16,1,30
31,33,70,65,33,3,65,"neutral",37,37,-1,5
31,34,20,30,36,3,60,"neutral",-16,16,1,40
31,35,70,60,45,4,70,"positive",25,25,-1,0
31,36,3,50,43,3,3,"neutral",-40,40,1,0
31,37,65,58,38,3,65,"neutral",27,27,-1,0
31,38,60,50,33,3,55,"neutral",27,27,-1,5
31,39,20,40,47,2,10,"negative",-27,27,1,-10
32,1,45,44,56,3,45,"neutral",-11,11,1,0
32,2,60,70,29,4,35,"positive",31,31,-1,25
32,3,67,50,20,3,45,"neutral",47,47,-1,22
32,4,70,65,17,3,45,"neutral",53,53,-1,25
32,5,56,45,38,4,65,"positive",18,18,-1,-9
32,6,15,19,26,2,10,"negative",-11,11,1,-5
32,7,19,30,62,3,34,"neutral",-43,43,1,15
32,8,55,45,59,3,45,"neutral",-4,4,1,-10
32,9,70,65,65,3,56,"neutral",5,5,-1,14
32,10,77,71,55,3,65,"neutral",22,22,-1,12
32,11,44,34,52,3,50,"neutral",-8,8,1,6
32,12,34,42,48,3,48,"neutral",-14,14,1,14
32,13,19,27,30,2,23,"negative",-11,11,1,4
32,14,67,56,55,4,65,"positive",12,12,-1,2
32,15,50,55,42,3,55,"neutral",8,8,-1,-5
32,16,70,65,32,3,70,"neutral",38,38,-1,0
32,17,60,27,41,3,48,"neutral",19,19,-1,12
32,18,32,35,48,3,38,"neutral",-16,16,1,6
32,19,60,70,49,2,56,"negative",11,11,-1,4
32,20,37,56,44,3,45,"neutral",-7,7,1,8
32,21,44,48,33,2,38,"negative",11,11,-1,6
32,22,65,60,51,3,32,"neutral",14,14,-1,33
32,23,30,23,37,2,45,"negative",-7,7,1,15
32,24,30,25,43,3,45,"neutral",-13,13,1,15
32,25,55,55,39,3,45,"neutral",16,16,-1,10
32,26,48,55,35,3,45,"neutral",13,13,-1,3
32,27,25,22,30,4,35,"positive",-5,5,1,10
32,28,34,38,70,3,65,"neutral",-36,36,1,31
32,29,30,35,10,3,10,"neutral",20,20,-1,20
32,30,45,56,23,3,34,"neutral",22,22,-1,11
32,31,40,29,23,3,35,"neutral",17,17,-1,5
32,32,43,44,36,2,35,"negative",7,7,-1,8
32,33,65,56,33,3,38,"neutral",32,32,-1,27
32,34,34,45,36,3,34,"neutral",-2,2,1,0
32,35,20,34,45,3,34,"neutral",-25,25,1,14
32,36,56,65,43,3,34,"neutral",13,13,-1,22
32,37,23,32,38,3,45,"neutral",-15,15,1,22
32,38,30,35,33,2,23,"negative",-3,3,1,-7
32,39,23,25,47,2,32,"negative",-24,24,1,9
33,1,3,3,56,3,3,"neutral",-53,53,1,0
33,2,3,3,29,4,3,"positive",-26,26,1,0
33,3,77,44,20,5,40,"positive",57,57,-1,37
33,4,77,77,17,2,77,"negative",60,60,-1,0
33,5,77,50,38,5,77,"positive",39,39,-1,0
33,6,3,3,26,2,3,"negative",-23,23,1,0
33,7,77,50,62,4,77,"positive",15,15,-1,0
33,8,3,58,59,4,3,"positive",-56,56,1,0
33,9,3,3,65,3,3,"neutral",-62,62,1,0
33,10,60,40,55,3,50,"neutral",5,5,-1,10
33,11,3,3,52,2,3,"negative",-49,49,1,0
33,12,3,3,48,3,3,"neutral",-45,45,1,0
33,13,3,3,30,3,3,"neutral",-27,27,1,0
33,14,3,3,55,2,3,"negative",-52,52,1,0
33,15,77,60,42,4,77,"positive",35,35,-1,0
33,16,60,77,32,3,50,"neutral",28,28,-1,10
33,17,50,40,41,3,50,"neutral",9,9,-1,0
33,18,3,3,48,3,3,"neutral",-45,45,1,0
33,19,60,60,49,3,60,"neutral",11,11,-1,0
33,20,30,20,44,3,40,"neutral",-14,14,1,10
33,21,6,7,33,3,3,"neutral",-27,27,1,-3
33,22,3,3,51,3,3,"neutral",-48,48,1,0
33,23,3,4,37,3,3,"neutral",-34,34,1,0
33,24,3,3,43,4,3,"positive",-40,40,1,0
33,25,3,5,39,3,65,"neutral",-36,36,1,62
33,26,66,5,35,3,77,"neutral",31,31,-1,-11
33,27,40,50,30,3,40,"neutral",10,10,-1,0
33,28,50,60,70,3,50,"neutral",-20,20,1,0
33,29,35,4,10,3,55,"neutral",25,25,-1,-20
33,30,4,4,23,3,55,"neutral",-19,19,1,51
33,31,77,77,23,3,30,"neutral",54,54,-1,47
33,32,50,20,36,4,66,"positive",14,14,-1,-16
33,33,77,77,33,4,60,"positive",44,44,-1,17
33,34,33,55,36,3,5,"neutral",-3,3,1,-28
33,35,69,10,45,5,77,"positive",24,24,-1,-8
33,36,3,3,43,2,3,"negative",-40,40,1,0
33,37,40,50,38,3,3,"neutral",2,2,-1,37
33,38,4,5,33,3,3,"neutral",-29,29,1,-1
33,39,77,50,47,2,77,"negative",30,30,-1,0
34,1,55,45,56,4,50,"positive",-1,1,1,-5
34,2,3,29,29,4,5,"positive",-26,26,1,2
34,3,38,52,20,3,25,"neutral",18,18,-1,13
34,4,77,77,17,3,60,"neutral",60,60,-1,17
34,5,5,25,38,4,16,"positive",-33,33,1,11
34,6,37,42,26,3,29,"neutral",11,11,-1,8
34,7,38,52,62,4,38,"positive",-24,24,1,0
34,8,20,18,59,3,38,"neutral",-39,39,1,18
34,9,20,25,65,3,18,"neutral",-45,45,1,-2
34,10,35,39,55,2,28,"negative",-20,20,1,-7
34,11,45,50,52,2,30,"negative",-7,7,1,-15
34,12,32,28,48,3,35,"neutral",-16,16,1,3
34,13,6,18,30,3,18,"neutral",-24,24,1,12
34,14,65,68,55,4,62,"positive",10,10,-1,3
34,15,77,70,42,4,58,"positive",35,35,-1,19
34,16,55,45,32,4,42,"positive",23,23,-1,13
34,17,30,35,41,3,38,"neutral",-11,11,1,8
34,18,60,52,48,4,55,"positive",12,12,-1,5
34,19,5,15,49,3,32,"neutral",-44,44,1,27
34,20,30,42,44,3,30,"neutral",-14,14,1,0
34,21,40,45,33,4,35,"positive",7,7,-1,5
34,22,58,62,51,3,42,"neutral",7,7,-1,16
34,23,25,28,37,3,28,"neutral",-12,12,1,3
34,24,20,36,43,3,29,"neutral",-23,23,1,9
34,25,10,18,39,4,43,"positive",-29,29,1,33
34,26,52,48,35,3,48,"neutral",17,17,-1,4
34,27,50,60,30,3,36,"neutral",20,20,-1,14
34,28,30,47,70,3,56,"neutral",-40,40,1,26
34,29,15,30,10,3,52,"neutral",5,5,-1,-37
34,30,30,25,23,3,38,"neutral",7,7,-1,-8
34,31,20,30,23,3,42,"neutral",-3,3,1,22
34,32,30,45,36,3,26,"neutral",-6,6,1,-4
34,33,40,60,33,4,36,"positive",7,7,-1,4
34,34,35,28,36,4,28,"positive",-1,1,1,-7
34,35,68,38,45,4,77,"positive",23,23,-1,-9
34,36,3,15,43,3,20,"neutral",-40,40,1,17
34,37,70,77,38,4,42,"positive",32,32,-1,28
34,38,45,50,33,3,15,"neutral",12,12,-1,30
34,39,20,39,47,2,38,"negative",-27,27,1,18
35,1,20,3,56,3,20,"neutral",-36,36,1,0
35,2,20,4,29,4,20,"positive",-9,9,1,0
35,3,35,3,20,3,20,"neutral",15,15,-1,15
35,4,77,5,17,5,70,"positive",60,60,-1,7
35,5,20,3,38,4,20,"positive",-18,18,1,0
35,6,20,3,26,2,70,"negative",-6,6,1,50
35,7,75,5,62,5,60,"positive",13,13,-1,15
35,8,55,4,59,4,55,"positive",-4,4,1,0
35,9,55,3,65,4,35,"positive",-10,10,1,-20
35,10,20,3,55,1,50,"negative",-35,35,1,30
35,11,35,30,52,3,60,"neutral",-17,17,1,25
35,12,20,3,48,3,35,"neutral",-28,28,1,15
35,13,20,3,30,3,35,"neutral",-10,10,1,15
35,14,70,4,55,4,60,"positive",15,15,-1,10
35,15,60,3,42,3,66,"neutral",18,18,-1,-6
35,16,70,3,32,3,60,"neutral",38,38,-1,10
35,17,70,5,41,4,26,"positive",29,29,-1,44
35,18,55,4,48,4,55,"positive",7,7,-1,0
35,19,60,4,49,3,35,"neutral",11,11,-1,25
35,20,40,3,44,3,50,"neutral",-4,4,1,10
35,21,75,5,33,5,60,"positive",42,42,-1,15
35,22,35,3,51,3,30,"neutral",-16,16,1,-5
35,23,70,4,37,3,65,"neutral",33,33,-1,5
35,24,20,3,43,2,60,"negative",-23,23,1,40
35,25,76,5,39,5,20,"positive",37,37,-1,56
35,26,66,4,35,3,60,"neutral",31,31,-1,6
35,27,65,4,30,3,35,"neutral",35,35,-1,30
35,28,40,3,70,2,45,"negative",-30,30,1,5
35,29,55,4,10,4,70,"positive",45,45,-1,-15
35,30,50,3,23,3,30,"neutral",27,27,-1,20
35,31,75,5,23,5,45,"positive",52,52,-1,30
35,32,20,3,36,2,40,"negative",-16,16,1,20
35,33,60,5,33,5,70,"positive",27,27,-1,-10
35,34,60,4,36,4,35,"positive",24,24,-1,25
35,35,50,3,45,3,40,"neutral",5,5,-1,10
35,36,10,3,43,3,40,"neutral",-33,33,1,30
35,37,75,5,38,4,35,"positive",37,37,-1,40
35,38,75,4,33,3,20,"neutral",42,42,-1,55
35,39,40,3,47,3,55,"neutral",-7,7,1,15
36,1,29,29,56,2,56,"negative",-27,27,1,27
36,2,44,44,29,4,47,"positive",15,15,-1,-3
36,3,56,56,20,1,38,"negative",36,36,-1,18
36,4,40,9,17,2,52,"negative",23,23,-1,-12
36,5,36,36,38,4,38,"positive",-2,2,1,2
36,6,20,20,26,3,38,"neutral",-6,6,1,18
36,7,55,55,62,4,52,"positive",-7,7,1,-3
36,8,44,44,59,3,38,"neutral",-15,15,1,-6
36,9,46,46,65,2,23,"negative",-19,19,1,-23
36,10,33,33,55,4,52,"positive",-22,22,1,19
36,11,20,30,52,3,37,"neutral",-32,32,1,17
36,12,30,30,48,4,56,"positive",-18,18,1,26
36,13,45,45,30,3,44,"neutral",15,15,-1,1
36,14,3,3,55,3,29,"neutral",-52,52,1,26
36,15,41,41,42,4,39,"positive",-1,1,1,-2
36,16,77,77,32,3,39,"neutral",45,45,-1,38
36,17,73,70,41,3,46,"neutral",32,32,-1,27
36,18,46,74,48,2,46,"negative",-2,2,1,0
36,19,75,72,49,2,38,"negative",26,26,-1,37
36,20,33,33,44,4,38,"positive",-11,11,1,5
36,21,70,70,33,1,56,"negative",37,37,-1,14
36,22,33,33,51,3,33,"neutral",-18,18,1,0
36,23,48,48,37,3,37,"neutral",11,11,-1,11
36,24,47,47,43,4,39,"positive",4,4,-1,8
36,25,33,33,39,4,29,"positive",-6,6,1,-4
36,26,34,34,35,4,36,"positive",-1,1,1,2
36,27,28,29,30,4,29,"positive",-2,2,1,1
36,28,40,40,70,3,54,"neutral",-30,30,1,14
36,29,45,45,10,3,46,"neutral",35,35,-1,-1
36,30,8,8,23,3,38,"neutral",-15,15,1,30
36,31,38,38,23,3,58,"neutral",15,15,-1,-20
36,32,39,39,36,4,37,"positive",3,3,-1,2
36,33,38,38,33,3,44,"neutral",5,5,-1,-6
36,34,76,76,36,3,33,"neutral",40,40,-1,43
36,35,29,29,45,4,29,"positive",-16,16,1,0
36,36,48,28,43,3,28,"neutral",5,5,-1,20
36,37,50,50,38,4,22,"positive",12,12,-1,28
36,38,71,71,33,3,30,"neutral",38,38,-1,41
36,39,73,73,47,4,37,"positive",26,26,-1,36
37,1,4,70,56,3,5,"neutral",-52,52,1,1
37,2,7,60,29,4,7,"positive",-22,22,1,0
37,3,3,10,20,2,4,"negative",-17,17,1,1
37,4,3,33,17,2,7,"negative",-14,14,1,4
37,5,5,50,38,3,4,"neutral",-33,33,1,-1
37,6,5,45,26,3,5,"neutral",-21,21,1,0
37,7,7,77,62,3,7,"neutral",-55,55,1,0
37,8,6,60,59,4,6,"positive",-53,53,1,0
37,9,5,65,65,3,5,"neutral",-60,60,1,0
37,10,4,35,55,2,4,"negative",-51,51,1,0
37,11,4,50,52,1,3,"negative",-48,48,1,-1
37,12,7,65,48,4,7,"positive",-41,41,1,0
37,13,5,44,30,3,5,"neutral",-25,25,1,0
37,14,7,70,55,4,7,"positive",-48,48,1,0
37,15,7,77,42,4,7,"positive",-35,35,1,0
37,16,7,40,32,3,7,"neutral",-25,25,1,0
37,17,3,30,41,2,3,"negative",-38,38,1,0
37,18,5,50,48,3,5,"neutral",-43,43,1,0
37,19,5,58,49,3,5,"neutral",-44,44,1,0
37,20,6,65,44,3,5,"neutral",-38,38,1,-1
37,21,3,33,33,3,4,"neutral",-30,30,1,1
37,22,4,35,51,3,5,"neutral",-47,47,1,1
37,23,3,48,37,2,5,"negative",-34,34,1,2
37,24,7,70,43,3,6,"neutral",-36,36,1,-1
37,25,5,55,39,3,4,"neutral",-34,34,1,-1
37,26,7,70,35,4,7,"positive",-28,28,1,0
37,27,6,40,30,3,5,"neutral",-24,24,1,-1
37,28,7,68,70,3,7,"neutral",-63,63,1,0
37,29,4,50,10,3,4,"neutral",-6,6,1,0
37,30,3,60,23,3,3,"neutral",-20,20,1,0
37,31,7,77,23,4,6,"positive",-16,16,1,-1
37,32,5,60,36,2,5,"negative",-31,31,1,0
37,33,4,50,33,3,4,"neutral",-29,29,1,0
37,34,3,34,36,3,6,"neutral",-33,33,1,3
37,35,7,45,45,5,7,"positive",-38,38,1,0
37,36,3,65,43,2,3,"negative",-40,40,1,0
37,37,7,75,38,3,5,"neutral",-31,31,1,-2
37,38,3,45,33,3,5,"neutral",-30,30,1,2
37,39,4,38,47,2,4,"negative",-43,43,1,0
38,1,50,50,56,3,56,"neutral",-6,6,1,6
38,2,56,56,29,2,48,"negative",27,27,-1,8
38,3,70,77,20,4,77,"positive",50,50,-1,-7
38,4,77,77,17,3,77,"neutral",60,60,-1,0
38,5,40,40,38,3,40,"neutral",2,2,-1,0
38,6,68,68,26,3,60,"neutral",42,42,-1,8
38,7,60,60,62,5,20,"positive",-2,2,1,-40
38,8,20,20,59,3,30,"neutral",-39,39,1,10
38,9,50,70,65,2,38,"negative",-15,15,1,-12
38,10,30,40,55,1,20,"negative",-25,25,1,-10
38,11,77,77,52,1,60,"negative",25,25,-1,17
38,12,49,48,48,3,48,"neutral",1,1,-1,1
38,13,20,60,30,3,30,"neutral",-10,10,1,10
38,14,70,70,55,3,68,"neutral",15,15,-1,2
38,15,68,60,42,5,70,"positive",26,26,-1,-2
38,16,20,20,32,3,23,"neutral",-12,12,1,3
38,17,34,34,41,3,20,"neutral",-7,7,1,-14
38,18,70,50,48,3,40,"neutral",22,22,-1,30
38,19,44,44,49,3,49,"neutral",-5,5,1,5
38,20,50,50,44,3,48,"neutral",6,6,-1,2
38,21,43,40,33,3,50,"neutral",10,10,-1,-7
38,22,3,3,51,3,50,"neutral",-48,48,1,47
38,23,60,60,37,3,50,"neutral",23,23,-1,10
38,24,60,60,43,3,70,"neutral",17,17,-1,-10
38,25,35,30,39,3,49,"neutral",-4,4,1,14
38,26,40,50,35,2,68,"negative",5,5,-1,-28
38,27,50,50,30,3,34,"neutral",20,20,-1,16
38,28,60,60,70,3,45,"neutral",-10,10,1,-15
38,29,75,75,10,4,45,"positive",65,65,-1,30
38,30,50,50,23,3,45,"neutral",27,27,-1,5
38,31,40,40,23,3,32,"neutral",17,17,-1,8
38,32,20,38,36,2,30,"negative",-16,16,1,10
38,33,70,70,33,4,60,"positive",37,37,-1,10
38,34,77,60,36,3,56,"neutral",41,41,-1,21
38,35,40,20,45,1,24,"negative",-5,5,1,-16
38,36,20,60,43,2,67,"negative",-23,23,1,47
38,37,40,50,38,3,50,"neutral",2,2,-1,-10
38,38,40,38,33,2,35,"negative",7,7,-1,5
38,39,23,30,47,3,56,"neutral",-24,24,1,33
39,1,10,35,56,3,29,"neutral",-46,46,1,19
39,2,3,50,29,3,3,"neutral",-26,26,1,0
39,3,35,38,20,3,30,"neutral",15,15,-1,5
39,4,15,50,17,3,48,"neutral",-2,2,1,33
39,5,25,45,38,4,17,"positive",-13,13,1,-8
39,6,25,65,26,2,36,"negative",-1,1,1,11
39,7,6,10,62,3,67,"neutral",-56,56,1,61
39,8,50,45,59,3,56,"neutral",-9,9,1,6
39,9,24,25,65,3,12,"neutral",-41,41,1,-12
39,10,70,70,55,3,58,"neutral",15,15,-1,12
39,11,10,30,52,1,59,"negative",-42,42,1,49
39,12,8,12,48,3,48,"neutral",-40,40,1,40
39,13,25,36,30,3,67,"neutral",-5,5,1,42
39,14,25,25,55,3,70,"neutral",-30,30,1,45
39,15,60,70,42,3,38,"neutral",18,18,-1,22
39,16,10,10,32,3,77,"neutral",-22,22,1,67
39,17,15,26,41,3,56,"neutral",-26,26,1,41
39,18,77,77,48,4,48,"positive",29,29,-1,29
39,19,60,60,49,3,68,"neutral",11,11,-1,-8
39,20,60,65,44,3,25,"neutral",16,16,-1,35
39,21,25,25,33,3,45,"neutral",-8,8,1,20
39,22,60,77,51,3,60,"neutral",9,9,-1,0
39,23,20,25,37,3,28,"neutral",-17,17,1,8
39,24,8,10,43,3,50,"neutral",-35,35,1,42
39,25,35,35,39,3,36,"neutral",-4,4,1,1
39,26,60,60,35,3,70,"neutral",25,25,-1,-10
39,27,12,45,30,3,47,"neutral",-18,18,1,35
39,28,45,65,70,4,45,"positive",-25,25,1,0
