"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
74,23,10,30,37,2,30,"negative",-27,27,1,20
74,24,50,40,43,4,33,"positive",7,7,-1,17
74,25,60,50,39,4,20,"positive",21,21,-1,40
74,26,77,50,35,3,50,"neutral",42,42,-1,27
74,27,45,50,30,3,30,"neutral",15,15,-1,15
74,28,20,30,70,3,50,"neutral",-50,50,1,30
74,29,10,10,10,3,20,"neutral",0,0,0,0
74,30,45,40,23,3,20,"neutral",22,22,-1,25
74,31,40,49,23,2,40,"negative",17,17,-1,0
74,32,40,53,36,2,25,"negative",4,4,-1,15
74,33,50,40,33,3,50,"neutral",17,17,-1,0
74,34,30,20,36,3,40,"neutral",-6,6,1,10
74,35,3,50,45,4,3,"positive",-42,42,1,0
74,36,5,40,43,3,30,"neutral",-38,38,1,25
74,37,20,40,38,3,10,"neutral",-18,18,1,-10
74,38,30,50,33,3,20,"neutral",-3,3,1,-10
74,39,30,50,47,3,30,"neutral",-17,17,1,0
75,1,23,35,56,3,51,"neutral",-33,33,1,28
75,2,45,54,29,5,35,"positive",16,16,-1,10
75,3,45,45,20,3,45,"neutral",25,25,-1,0
75,4,77,77,17,1,23,"negative",60,60,-1,54
75,5,23,26,38,3,51,"neutral",-15,15,1,28
75,6,67,50,26,2,60,"negative",41,41,-1,7
75,7,77,55,62,5,56,"positive",15,15,-1,21
75,8,77,77,59,3,40,"neutral",18,18,-1,37
75,9,33,50,65,1,35,"negative",-32,32,1,2
75,10,40,45,55,1,54,"negative",-15,15,1,14
75,11,15,33,52,1,57,"negative",-37,37,1,42
75,12,77,77,48,3,40,"neutral",29,29,-1,37
75,13,3,3,30,2,43,"negative",-27,27,1,40
75,14,45,20,55,2,56,"negative",-10,10,1,11
75,15,45,3,42,2,30,"negative",3,3,-1,15
75,16,68,55,32,4,47,"positive",36,36,-1,21
75,17,7,3,41,3,54,"neutral",-34,34,1,47
75,18,23,11,48,3,33,"neutral",-25,25,1,10
75,19,22,67,49,4,24,"positive",-27,27,1,2
75,20,27,35,44,3,56,"neutral",-17,17,1,29
75,21,45,56,33,4,30,"positive",12,12,-1,15
75,22,23,20,51,2,33,"negative",-28,28,1,10
75,23,35,33,37,2,34,"negative",-2,2,1,-1
75,24,25,20,43,5,31,"positive",-18,18,1,6
75,25,56,67,39,3,50,"neutral",17,17,-1,6
75,26,56,67,35,3,30,"neutral",21,21,-1,26
75,27,22,34,30,3,45,"neutral",-8,8,1,23
75,28,33,55,70,3,56,"neutral",-37,37,1,23
75,29,77,77,10,2,19,"negative",67,67,-1,58
75,30,67,77,23,3,23,"neutral",44,44,-1,44
75,31,77,77,23,3,27,"neutral",54,54,-1,50
75,32,56,56,36,1,40,"negative",20,20,-1,16
75,33,3,3,33,2,30,"negative",-30,30,1,27
75,34,20,50,36,3,21,"neutral",-16,16,1,1
75,35,45,50,45,4,3,"positive",0,0,0,0
75,36,40,30,43,2,39,"negative",-3,3,1,-1
75,37,77,77,38,2,50,"negative",39,39,-1,27
75,38,3,3,33,1,23,"negative",-30,30,1,20
75,39,3,10,47,2,34,"negative",-44,44,1,31
76,1,46,68,56,3,34,"neutral",-10,10,1,-12
76,2,54,54,29,5,67,"positive",25,25,-1,-13
76,3,34,53,20,1,20,"negative",14,14,-1,14
76,4,77,60,17,1,72,"negative",60,60,-1,5
76,5,77,60,38,2,77,"negative",39,39,-1,0
76,6,70,56,26,1,77,"negative",44,44,-1,-7
76,7,23,4,62,5,46,"positive",-39,39,1,23
76,8,24,50,59,1,22,"negative",-35,35,1,-2
76,9,34,3,65,5,12,"positive",-31,31,1,-22
76,10,28,22,55,1,23,"negative",-27,27,1,-5
76,11,5,12,52,2,57,"negative",-47,47,1,52
76,12,24,20,48,1,45,"negative",-24,24,1,21
76,13,12,28,30,5,8,"positive",-18,18,1,-4
76,14,60,60,55,3,32,"neutral",5,5,-1,28
76,15,60,40,42,3,60,"neutral",18,18,-1,0
76,16,50,50,32,1,45,"negative",18,18,-1,5
76,17,23,12,41,3,12,"neutral",-18,18,1,-11
76,18,66,65,48,2,42,"negative",18,18,-1,24
76,19,40,77,49,3,26,"neutral",-9,9,1,-14
76,20,50,40,44,4,48,"positive",6,6,-1,2
76,21,32,23,33,5,34,"positive",-1,1,1,2
76,22,77,69,51,5,32,"positive",26,26,-1,45
76,23,4,4,37,1,21,"negative",-33,33,1,17
76,24,40,23,43,5,48,"positive",-3,3,1,8
76,25,28,17,39,5,56,"positive",-11,11,1,28
76,26,46,24,35,1,67,"negative",11,11,-1,-21
76,27,36,38,30,3,33,"neutral",6,6,-1,3
76,28,32,30,70,3,38,"neutral",-38,38,1,6
76,29,75,77,10,3,70,"neutral",65,65,-1,5
76,30,56,45,23,3,43,"neutral",33,33,-1,13
76,31,47,45,23,3,18,"neutral",24,24,-1,29
76,32,21,22,36,1,24,"negative",-15,15,1,3
76,33,52,48,33,3,32,"neutral",19,19,-1,20
76,34,77,77,36,3,55,"neutral",41,41,-1,22
76,35,60,55,45,5,58,"positive",15,15,-1,2
76,36,24,68,43,1,5,"negative",-19,19,1,-19
76,37,77,77,38,1,58,"negative",39,39,-1,19
76,38,70,70,33,1,43,"negative",37,37,-1,27
76,39,34,45,47,3,20,"neutral",-13,13,1,-14
77,1,3,55,56,3,3,"neutral",-53,53,1,0
77,2,3,77,29,3,3,"neutral",-26,26,1,0
77,3,5,72,20,5,5,"positive",-15,15,1,0
77,4,4,67,17,4,5,"positive",-13,13,1,1
77,5,3,3,38,1,3,"negative",-35,35,1,0
77,6,4,50,26,3,4,"neutral",-22,22,1,0
77,7,3,77,62,3,4,"neutral",-59,59,1,1
77,8,5,75,59,4,5,"positive",-54,54,1,0
77,9,3,30,65,3,3,"neutral",-62,62,1,0
77,10,3,31,55,2,3,"negative",-52,52,1,0
77,11,3,50,52,2,3,"negative",-49,49,1,0
77,12,5,77,48,3,5,"neutral",-43,43,1,0
77,13,3,48,30,3,3,"neutral",-27,27,1,0
77,14,5,77,55,4,5,"positive",-50,50,1,0
77,15,5,77,42,4,4,"positive",-37,37,1,-1
77,16,3,33,32,3,3,"neutral",-29,29,1,0
77,17,3,45,41,3,4,"neutral",-38,38,1,1
77,18,3,60,48,3,4,"neutral",-45,45,1,1
77,19,3,43,49,3,3,"neutral",-46,46,1,0
77,20,3,77,44,3,4,"neutral",-41,41,1,1
77,21,4,56,33,4,5,"positive",-29,29,1,1
77,22,3,54,51,3,3,"neutral",-48,48,1,0
77,23,3,44,37,3,4,"neutral",-34,34,1,1
77,24,3,32,43,2,4,"negative",-40,40,1,1
77,25,3,34,39,3,3,"neutral",-36,36,1,0
77,26,4,77,35,3,4,"neutral",-31,31,1,0
77,27,3,34,30,3,3,"neutral",-27,27,1,0
77,28,4,60,70,3,4,"neutral",-66,66,1,0
77,29,4,34,10,3,3,"neutral",-6,6,1,-1
77,30,3,50,23,3,3,"neutral",-20,20,1,0
77,31,4,67,23,3,5,"neutral",-19,19,1,1
77,32,4,60,36,3,4,"neutral",-32,32,1,0
77,33,5,70,33,3,5,"neutral",-28,28,1,0
77,34,3,30,36,3,4,"neutral",-33,33,1,1
77,35,5,75,45,4,5,"positive",-40,40,1,0
77,36,3,33,43,1,3,"negative",-40,40,1,0
77,37,4,45,38,3,4,"neutral",-34,34,1,0
77,38,4,56,33,3,3,"neutral",-29,29,1,-1
77,39,3,45,47,3,4,"neutral",-44,44,1,1
78,1,70,40,56,3,70,"neutral",14,14,-1,0
78,2,50,40,29,2,50,"negative",21,21,-1,0
78,3,30,40,20,3,35,"neutral",10,10,-1,-5
78,4,65,55,17,4,55,"positive",48,48,-1,10
78,5,20,40,38,4,10,"positive",-18,18,1,-10
78,6,50,50,26,3,30,"neutral",24,24,-1,20
78,7,60,60,62,4,65,"positive",-2,2,1,5
78,8,55,50,59,3,50,"neutral",-4,4,1,-5
78,9,15,20,65,1,40,"negative",-50,50,1,25
78,10,50,60,55,3,60,"neutral",-5,5,1,10
78,11,70,60,52,3,70,"neutral",18,18,-1,0
78,12,60,60,48,3,40,"neutral",12,12,-1,20
78,13,40,40,30,3,35,"neutral",10,10,-1,5
78,14,60,60,55,2,60,"negative",5,5,-1,0
78,15,20,50,42,3,20,"neutral",-22,22,1,0
78,16,60,70,32,4,60,"positive",28,28,-1,0
78,17,60,50,41,3,60,"neutral",19,19,-1,0
78,18,50,50,48,3,50,"neutral",2,2,-1,0
78,19,40,30,49,2,20,"negative",-9,9,1,-20
78,20,25,30,44,4,50,"positive",-19,19,1,25
78,21,70,65,33,1,35,"negative",37,37,-1,35
78,22,60,70,51,3,50,"neutral",9,9,-1,10
78,23,65,60,37,3,60,"neutral",28,28,-1,5
78,24,70,60,43,3,40,"neutral",27,27,-1,30
78,25,40,50,39,3,35,"neutral",1,1,-1,5
78,26,40,50,35,2,40,"negative",5,5,-1,0
78,27,40,30,30,1,40,"negative",10,10,-1,0
78,28,60,60,70,3,60,"neutral",-10,10,1,0
78,29,40,40,10,3,50,"neutral",30,30,-1,-10
78,30,10,70,23,3,20,"neutral",-13,13,1,10
78,31,60,50,23,4,40,"positive",37,37,-1,20
78,32,40,50,36,3,20,"neutral",4,4,-1,20
78,33,65,60,33,3,30,"neutral",32,32,-1,35
78,34,50,45,36,3,40,"neutral",14,14,-1,10
78,35,70,50,45,3,65,"neutral",25,25,-1,5
78,36,50,45,43,2,20,"negative",7,7,-1,30
78,37,20,30,38,3,30,"neutral",-18,18,1,10
78,38,50,40,33,3,30,"neutral",17,17,-1,20
78,39,60,60,47,3,40,"neutral",13,13,-1,20
79,1,28,50,56,4,38,"positive",-28,28,1,10
79,2,20,23,29,3,30,"neutral",-9,9,1,10
79,3,55,70,20,3,35,"neutral",35,35,-1,20
79,4,20,44,17,2,30,"negative",3,3,-1,-10
79,5,66,60,38,4,30,"positive",28,28,-1,36
79,6,55,50,26,3,66,"neutral",29,29,-1,-11
79,7,35,45,62,3,60,"neutral",-27,27,1,25
79,8,32,45,59,4,70,"positive",-27,27,1,38
79,9,25,45,65,3,23,"neutral",-40,40,1,-2
79,10,70,60,55,2,45,"negative",15,15,-1,25
79,11,50,60,52,2,60,"negative",-2,2,1,10
79,12,10,20,48,3,30,"neutral",-38,38,1,20
79,13,35,50,30,3,35,"neutral",5,5,-1,0
79,14,20,60,55,2,45,"negative",-35,35,1,25
79,15,50,65,42,2,50,"negative",8,8,-1,0
79,16,55,50,32,3,37,"neutral",23,23,-1,18
79,17,40,55,41,3,43,"neutral",-1,1,1,3
79,18,40,50,48,3,55,"neutral",-8,8,1,15
79,19,40,45,49,3,49,"neutral",-9,9,1,9
79,20,40,45,44,3,30,"neutral",-4,4,1,-10
79,21,45,55,33,3,45,"neutral",12,12,-1,0
79,22,40,52,51,3,54,"neutral",-11,11,1,14
79,23,45,20,37,3,45,"neutral",8,8,-1,0
79,24,50,50,43,4,34,"positive",7,7,-1,16
79,25,70,60,39,3,36,"neutral",31,31,-1,34
79,26,58,70,35,3,65,"neutral",23,23,-1,-7
79,27,55,50,30,3,56,"neutral",25,25,-1,-1
79,28,32,55,70,3,50,"neutral",-38,38,1,18
79,29,45,50,10,3,70,"neutral",35,35,-1,-25
79,30,50,50,23,3,50,"neutral",27,27,-1,0
79,31,55,50,23,3,38,"neutral",32,32,-1,17
79,32,50,45,36,3,38,"neutral",14,14,-1,12
79,33,3,77,33,4,44,"positive",-30,30,1,41
79,34,50,50,36,3,70,"neutral",14,14,-1,-20
79,35,55,65,45,4,60,"positive",10,10,-1,-5
79,36,3,10,43,2,31,"negative",-40,40,1,28
79,37,48,40,38,3,45,"neutral",10,10,-1,3
79,38,34,43,33,3,30,"neutral",1,1,-1,4
79,39,25,35,47,3,50,"neutral",-22,22,1,25
80,1,10,10,56,3,23,"neutral",-46,46,1,13
80,2,31,46,29,4,25,"positive",2,2,-1,6
80,3,35,35,20,3,30,"neutral",15,15,-1,5
80,4,73,68,17,2,53,"negative",56,56,-1,20
80,5,29,31,38,3,27,"neutral",-9,9,1,-2
80,6,45,45,26,3,22,"neutral",19,19,-1,23
80,7,20,20,62,3,32,"neutral",-42,42,1,12
80,8,60,60,59,3,35,"neutral",1,1,-1,25
80,9,50,50,65,3,35,"neutral",-15,15,1,-15
80,10,26,33,55,2,47,"negative",-29,29,1,21
80,11,35,45,52,2,43,"negative",-17,17,1,8
80,12,65,55,48,3,31,"neutral",17,17,-1,34
80,13,50,50,30,3,21,"neutral",20,20,-1,29
80,14,67,67,55,3,28,"neutral",12,12,-1,39
80,15,25,40,42,3,28,"neutral",-17,17,1,3
80,16,27,37,32,3,30,"neutral",-5,5,1,3
80,17,35,37,41,3,40,"neutral",-6,6,1,5
80,18,30,30,48,3,25,"neutral",-18,18,1,-5
80,19,45,47,49,4,41,"positive",-4,4,1,-4
80,20,37,39,44,3,35,"neutral",-7,7,1,-2
80,21,25,30,33,4,25,"positive",-8,8,1,0
80,22,45,57,51,3,37,"neutral",-6,6,1,-8
80,23,35,35,37,3,38,"neutral",-2,2,1,3
80,24,30,35,43,3,30,"neutral",-13,13,1,0
80,25,69,65,39,3,53,"neutral",30,30,-1,16
80,26,65,60,35,3,42,"neutral",30,30,-1,23
80,27,27,27,30,3,23,"neutral",-3,3,1,-4
80,28,40,40,70,3,33,"neutral",-30,30,1,-7
80,29,22,27,10,3,18,"neutral",12,12,-1,4
80,30,14,27,23,3,24,"neutral",-9,9,1,10
80,31,60,60,23,3,27,"neutral",37,37,-1,33
80,32,20,45,36,2,31,"negative",-16,16,1,11
80,33,53,56,33,3,42,"neutral",20,20,-1,11
80,34,38,37,36,3,38,"neutral",2,2,-1,0
80,35,67,63,45,5,57,"positive",22,22,-1,10
80,36,10,10,43,2,17,"negative",-33,33,1,7
80,37,33,45,38,3,35,"neutral",-5,5,1,2
80,38,40,50,33,3,20,"neutral",7,7,-1,20
80,39,40,40,47,3,33,"neutral",-7,7,1,-7
81,1,75,40,56,5,77,"positive",19,19,-1,-2
81,2,77,77,29,5,60,"positive",48,48,-1,17
81,3,20,20,20,3,20,"neutral",0,0,0,0
81,4,30,10,17,3,40,"neutral",13,13,-1,-10
81,5,3,50,38,5,3,"positive",-35,35,1,0
81,6,50,50,26,4,20,"positive",24,24,-1,30
81,7,3,3,62,2,60,"negative",-59,59,1,57
81,8,65,65,59,3,60,"neutral",6,6,-1,5
81,9,50,50,65,3,20,"neutral",-15,15,1,-30
81,10,30,50,55,1,65,"negative",-25,25,1,35
81,11,40,20,52,5,20,"positive",-12,12,1,-20
81,12,30,30,48,3,43,"neutral",-18,18,1,13
81,13,3,3,30,4,30,"positive",-27,27,1,27
81,14,8,10,55,3,70,"neutral",-47,47,1,62
81,15,77,20,42,4,70,"positive",35,35,-1,7
81,16,65,77,32,4,70,"positive",33,33,-1,-5
81,17,50,50,41,3,77,"neutral",9,9,-1,-27
81,18,10,10,48,4,50,"positive",-38,38,1,40
81,19,50,65,49,3,40,"neutral",1,1,-1,10
81,20,40,60,44,3,40,"neutral",-4,4,1,0
81,21,40,30,33,4,60,"positive",7,7,-1,-20
81,22,10,10,51,3,50,"neutral",-41,41,1,40
81,23,20,20,37,3,50,"neutral",-17,17,1,30
81,24,45,33,43,3,60,"neutral",2,2,-1,-15
81,25,3,5,39,2,60,"negative",-36,36,1,57
81,26,75,75,35,3,75,"neutral",40,40,-1,0
81,27,60,60,30,4,30,"positive",30,30,-1,30
81,28,40,40,70,2,55,"negative",-30,30,1,15
81,29,50,50,10,3,30,"neutral",40,40,-1,20
81,30,20,20,23,3,23,"neutral",-3,3,1,3
81,31,35,35,23,3,60,"neutral",12,12,-1,-25
81,32,20,15,36,4,30,"positive",-16,16,1,10
81,33,75,65,33,4,60,"positive",42,42,-1,15
81,34,40,40,36,3,40,"neutral",4,4,-1,0
81,35,70,77,45,4,70,"positive",25,25,-1,0
81,36,60,40,43,4,50,"positive",17,17,-1,10
81,37,60,60,38,4,40,"positive",22,22,-1,20
81,38,77,50,33,3,60,"neutral",44,44,-1,17
81,39,77,65,47,2,43,"negative",30,30,-1,34
82,1,3,30,56,1,10,"negative",-53,53,1,7
82,2,40,50,29,5,20,"positive",11,11,-1,20
82,3,50,50,20,3,20,"neutral",30,30,-1,30
82,4,60,60,17,2,30,"negative",43,43,-1,30
82,5,10,50,38,3,10,"neutral",-28,28,1,0
82,6,20,50,26,1,20,"negative",-6,6,1,0
82,7,50,50,62,3,30,"neutral",-12,12,1,-20
82,8,50,50,59,3,30,"neutral",-9,9,1,-20
82,9,40,50,65,2,60,"negative",-25,25,1,20
82,10,40,40,55,2,20,"negative",-15,15,1,-20
82,11,70,70,52,4,70,"positive",18,18,-1,0
82,12,70,70,48,3,60,"neutral",22,22,-1,10
82,13,10,10,30,2,30,"negative",-20,20,1,20
82,14,60,60,55,4,50,"positive",5,5,-1,10
82,15,20,40,42,3,20,"neutral",-22,22,1,0
82,16,50,66,32,3,20,"neutral",18,18,-1,30
82,17,30,40,41,3,20,"neutral",-11,11,1,-10
82,18,30,30,48,3,60,"neutral",-18,18,1,30
82,19,60,60,49,3,50,"neutral",11,11,-1,10
82,20,40,40,44,3,50,"neutral",-4,4,1,10
82,21,30,30,33,3,50,"neutral",-3,3,1,20
82,22,70,60,51,4,40,"positive",19,19,-1,30
82,23,60,70,37,3,60,"neutral",23,23,-1,0
82,24,20,20,43,3,40,"neutral",-23,23,1,20
82,25,20,20,39,2,40,"negative",-19,19,1,20
82,26,70,50,35,4,60,"positive",35,35,-1,10
82,27,50,40,30,3,40,"neutral",20,20,-1,10
82,28,30,20,70,3,40,"neutral",-40,40,1,10
82,29,40,40,10,3,20,"neutral",30,30,-1,20
82,30,10,40,23,3,30,"neutral",-13,13,1,20
82,31,40,40,23,3,40,"neutral",17,17,-1,0
82,32,30,30,36,2,60,"negative",-6,6,1,30
82,33,60,60,33,4,30,"positive",27,27,-1,30
82,34,10,30,36,3,10,"neutral",-26,26,1,0
82,35,10,40,45,4,20,"positive",-35,35,1,10
82,36,70,60,43,2,50,"negative",27,27,-1,20
82,37,60,55,38,2,30,"negative",22,22,-1,30
82,38,60,60,33,3,20,"neutral",27,27,-1,40
82,39,50,50,47,2,50,"negative",3,3,-1,0
83,1,45,19,56,4,69,"positive",-11,11,1,24
83,2,73,59,29,5,63,"positive",44,44,-1,10
83,3,7,33,20,3,37,"neutral",-13,13,1,30
83,4,60,56,17,5,74,"positive",43,43,-1,-14
83,5,7,63,38,1,7,"negative",-31,31,1,0
83,6,20,10,26,3,49,"neutral",-6,6,1,29
83,7,57,62,62,4,59,"positive",-5,5,1,2
83,8,67,4,59,3,63,"neutral",8,8,-1,4
83,9,17,13,65,2,23,"negative",-48,48,1,6
83,10,16,10,55,4,16,"positive",-39,39,1,0
83,11,3,5,52,2,69,"negative",-49,49,1,66
83,12,67,58,48,4,58,"positive",19,19,-1,9
83,13,15,3,30,2,26,"negative",-15,15,1,11
83,14,36,27,55,3,17,"neutral",-19,19,1,-19
83,15,20,10,42,5,56,"positive",-22,22,1,36
83,16,74,4,32,5,73,"positive",42,42,-1,1
83,17,40,34,41,4,59,"positive",-1,1,1,19
83,18,44,20,48,2,65,"negative",-4,4,1,21
83,19,45,34,49,3,48,"neutral",-4,4,1,3
83,20,45,34,44,3,48,"neutral",1,1,-1,-3
83,21,10,5,33,3,17,"neutral",-23,23,1,7
83,22,56,33,51,4,23,"positive",5,5,-1,33
83,23,10,10,37,2,3,"negative",-27,27,1,-7
83,24,60,67,43,4,71,"positive",17,17,-1,-11
83,25,26,10,39,4,9,"positive",-13,13,1,-17
83,26,6,45,35,4,69,"positive",-29,29,1,63
83,27,17,45,30,4,40,"positive",-13,13,1,23
83,28,30,50,70,4,63,"positive",-40,40,1,33
83,29,50,45,10,2,49,"negative",40,40,-1,1
83,30,55,60,23,3,61,"neutral",32,32,-1,-6
83,31,71,73,23,1,59,"negative",48,48,-1,12
83,32,39,43,36,2,49,"negative",3,3,-1,-10
83,33,50,45,33,3,5,"neutral",17,17,-1,45
83,34,21,45,36,4,25,"positive",-15,15,1,4
83,35,77,60,45,4,77,"positive",32,32,-1,0
83,36,15,20,43,3,63,"neutral",-28,28,1,48
83,37,10,34,38,4,74,"positive",-28,28,1,64
83,38,12,14,33,2,40,"negative",-21,21,1,28
83,39,7,7,47,1,7,"negative",-40,40,1,0
84,1,67,34,56,4,67,"positive",11,11,-1,0
84,2,3,62,29,2,3,"negative",-26,26,1,0
84,3,60,60,20,2,68,"negative",40,40,-1,-8
84,4,3,56,17,2,3,"negative",-14,14,1,0
84,5,50,50,38,3,45,"neutral",12,12,-1,5
84,6,77,46,26,5,77,"positive",51,51,-1,0
84,7,7,28,62,3,6,"neutral",-55,55,1,-1
84,8,50,50,59,3,54,"neutral",-9,9,1,4
84,9,53,53,65,3,46,"neutral",-12,12,1,-7
84,10,77,57,55,3,67,"neutral",22,22,-1,10
84,11,3,77,52,5,3,"positive",-49,49,1,0
84,12,53,51,48,4,57,"positive",5,5,-1,-4
84,13,32,32,30,3,50,"neutral",2,2,-1,-18
84,14,63,63,55,3,49,"neutral",8,8,-1,14
84,15,3,63,42,3,3,"neutral",-39,39,1,0
84,16,20,50,32,3,20,"neutral",-12,12,1,0
84,17,50,50,41,3,52,"neutral",9,9,-1,-2
84,18,77,77,48,3,69,"neutral",29,29,-1,8
84,19,10,20,49,2,3,"negative",-39,39,1,-7
84,20,20,56,44,3,46,"neutral",-24,24,1,26
84,21,52,57,33,3,56,"neutral",19,19,-1,-4
84,22,56,57,51,2,61,"negative",5,5,-1,-5
84,23,20,53,37,3,28,"neutral",-17,17,1,8
84,24,77,49,43,4,57,"positive",34,34,-1,20
84,25,58,58,39,3,67,"neutral",19,19,-1,-9
84,26,34,46,35,3,35,"neutral",-1,1,1,1
84,27,64,50,30,4,64,"positive",34,34,-1,0
84,28,67,46,70,3,57,"neutral",-3,3,1,-10
84,29,36,36,10,5,46,"positive",26,26,-1,-10
84,30,59,59,23,3,50,"neutral",36,36,-1,9
84,31,45,45,23,3,48,"neutral",22,22,-1,-3
84,32,30,30,36,3,45,"neutral",-6,6,1,15
84,33,65,65,33,4,50,"positive",32,32,-1,15
84,34,27,40,36,2,65,"negative",-9,9,1,38
84,35,67,47,45,4,68,"positive",22,22,-1,-1
84,36,3,30,43,1,3,"negative",-40,40,1,0
84,37,3,46,38,3,3,"neutral",-35,35,1,0
84,38,3,60,33,4,77,"positive",-30,30,1,74
84,39,50,48,47,3,46,"neutral",3,3,-1,4
85,1,25,54,56,4,25,"positive",-31,31,1,0
85,2,77,50,29,5,77,"positive",48,48,-1,0
85,3,37,35,20,4,25,"positive",17,17,-1,12
85,4,45,70,17,5,25,"positive",28,28,-1,20
85,5,3,21,38,1,3,"negative",-35,35,1,0
85,6,3,50,26,3,3,"neutral",-23,23,1,0
85,7,70,53,62,3,65,"neutral",8,8,-1,5
85,8,30,55,59,2,42,"negative",-29,29,1,12
85,9,20,30,65,2,35,"negative",-45,45,1,15
85,10,77,70,55,4,70,"positive",22,22,-1,7
85,11,72,15,52,5,77,"positive",20,20,-1,-5
85,12,70,66,48,3,67,"neutral",22,22,-1,3
85,13,7,13,30,3,3,"neutral",-23,23,1,-4
85,14,62,65,55,2,62,"negative",7,7,-1,0
85,15,3,67,42,3,3,"neutral",-39,39,1,0
85,16,39,56,32,3,70,"neutral",7,7,-1,-31
85,17,20,30,41,3,62,"neutral",-21,21,1,42
85,18,58,58,48,4,55,"positive",10,10,-1,3
85,19,70,56,49,4,70,"positive",21,21,-1,0
85,20,25,31,44,4,41,"positive",-19,19,1,16
85,21,25,27,33,4,39,"positive",-8,8,1,14
85,22,77,68,51,3,10,"neutral",26,26,-1,67
85,23,69,65,37,5,57,"positive",32,32,-1,12
85,24,70,70,43,3,64,"neutral",27,27,-1,6
85,25,56,62,39,2,41,"negative",17,17,-1,15
85,26,75,68,35,2,68,"negative",40,40,-1,7
85,27,60,50,30,3,57,"neutral",30,30,-1,3
85,28,50,45,70,4,59,"positive",-20,20,1,9
85,29,32,38,10,4,22,"positive",22,22,-1,10
85,30,3,59,23,3,24,"neutral",-20,20,1,21
85,31,27,55,23,2,32,"negative",4,4,-1,-5
85,32,40,35,36,4,48,"positive",4,4,-1,-8
85,33,77,77,33,4,65,"positive",44,44,-1,12
85,34,72,65,36,4,42,"positive",36,36,-1,30
85,35,25,65,45,3,25,"neutral",-20,20,1,0
85,36,77,77,43,4,65,"positive",34,34,-1,12
85,37,77,77,38,3,65,"neutral",39,39,-1,12
85,38,40,42,33,3,46,"neutral",7,7,-1,-6
85,39,20,60,47,4,26,"positive",-27,27,1,6
86,1,77,77,56,4,56,"positive",21,21,-1,21
86,2,50,60,29,4,55,"positive",21,21,-1,-5
86,3,35,47,20,4,56,"positive",15,15,-1,-21
86,4,70,76,17,2,6,"negative",53,53,-1,64
86,5,41,44,38,4,57,"positive",3,3,-1,-16
86,6,5,56,26,4,5,"positive",-21,21,1,0
86,7,50,4,62,4,56,"positive",-12,12,1,6
86,8,44,70,59,4,39,"positive",-15,15,1,-5
86,9,43,44,65,2,67,"negative",-22,22,1,24
86,10,55,55,55,3,55,"neutral",0,0,0,0
86,11,3,3,52,4,65,"positive",-49,49,1,62
86,12,75,60,48,4,65,"positive",27,27,-1,10
86,13,3,33,30,4,77,"positive",-27,27,1,74
86,14,70,50,55,4,47,"positive",15,15,-1,23
86,15,77,77,42,3,40,"neutral",35,35,-1,37
86,16,3,33,32,5,55,"positive",-29,29,1,52
86,17,64,66,41,4,57,"positive",23,23,-1,7
86,18,72,70,48,4,60,"positive",24,24,-1,12
86,19,75,70,49,4,57,"positive",26,26,-1,18
86,20,33,40,44,4,68,"positive",-11,11,1,35
86,21,3,44,33,4,65,"positive",-30,30,1,62
86,22,70,70,51,4,58,"positive",19,19,-1,12
86,23,44,50,37,4,66,"positive",7,7,-1,-22
86,24,44,70,43,4,56,"positive",1,1,-1,-12
86,25,3,3,39,4,49,"positive",-36,36,1,46
86,26,3,77,35,2,47,"negative",-32,32,1,44
86,27,70,70,30,3,65,"neutral",40,40,-1,5
86,28,40,47,70,4,59,"positive",-30,30,1,19
86,29,65,40,10,3,58,"neutral",55,55,-1,7
86,30,3,35,23,3,3,"neutral",-20,20,1,0
86,31,77,77,23,4,69,"positive",54,54,-1,8
86,32,5,4,36,4,65,"positive",-31,31,1,60
86,33,77,77,33,2,65,"negative",44,44,-1,12
86,34,77,77,36,4,58,"positive",41,41,-1,19
86,35,77,77,45,4,77,"positive",32,32,-1,0
86,36,77,77,43,4,77,"positive",34,34,-1,0
86,37,75,74,38,4,45,"positive",37,37,-1,30
86,38,5,5,33,3,67,"neutral",-28,28,1,62
86,39,71,60,47,4,65,"positive",24,24,-1,6
87,1,18,43,56,5,14,"positive",-38,38,1,-4
87,2,15,33,29,5,17,"positive",-14,14,1,2
87,3,55,46,20,3,23,"neutral",35,35,-1,32
87,4,77,38,17,5,77,"positive",60,60,-1,0
87,5,50,22,38,2,33,"negative",12,12,-1,17
87,6,3,5,26,1,8,"negative",-23,23,1,5
87,7,60,58,62,5,77,"positive",-2,2,1,17
87,8,11,13,59,2,7,"negative",-48,48,1,-4
87,9,22,18,65,3,12,"neutral",-43,43,1,-10
87,10,75,68,55,1,77,"negative",20,20,-1,-2
87,11,70,37,52,1,77,"negative",18,18,-1,-7
87,12,11,12,48,3,11,"neutral",-37,37,1,0
87,13,8,12,30,2,9,"negative",-22,22,1,1
87,14,12,15,55,2,19,"negative",-43,43,1,7
87,15,74,60,42,5,77,"positive",32,32,-1,-3
87,16,77,58,32,5,77,"positive",45,45,-1,0
87,17,37,19,41,3,38,"neutral",-4,4,1,1
87,18,24,27,48,3,21,"neutral",-24,24,1,-3
87,19,71,55,49,3,65,"neutral",22,22,-1,6
